episode_id,gender,sõnaliigid,minutid,raw_count,freq_per_60_min
20220114_2021_aasta_kokkuvte_epikoja_tegevjuhi_kohusetitjaga_tauno_asujaga,M,adverbid,19.29266666666667,365,1135.1463423062303
20220114_2021_aasta_kokkuvte_epikoja_tegevjuhi_kohusetitjaga_tauno_asujaga,M,verbid,19.29266666666667,332,1032.5166730018314
20220114_2021_aasta_kokkuvte_epikoja_tegevjuhi_kohusetitjaga_tauno_asujaga,M,partiklid,19.29266666666667,4,12.439959915684716
20220114_2021_aasta_kokkuvte_epikoja_tegevjuhi_kohusetitjaga_tauno_asujaga,M,kaassõnad,19.29266666666667,43,133.72956909361068
20210927_61_cancel_cancel_cancel,M,asesõnad,55.491,2021,2185.2192247391467
20210927_61_cancel_cancel_cancel,M,omadussõnad,55.491,277,299.5080283289182
20210927_61_cancel_cancel_cancel,M,nimisõnad,55.491,1109,1199.113369735633
20210927_61_cancel_cancel_cancel,M,adverbid,55.491,1474,1593.7719630210304
20210927_61_cancel_cancel_cancel,M,verbid,55.491,2063,2230.6319943774665
20210927_61_cancel_cancel_cancel,M,partiklid,55.491,71,76.76920581715954
20210927_61_cancel_cancel_cancel,M,kaassõnad,55.491,106,114.61318051575931
20200807_heitlus_20ndates_podcast__osa_2_gmnaasiumiaja_raskused,M,asesõnad,16.942,456,1614.92149687168
20200807_heitlus_20ndates_podcast__osa_2_gmnaasiumiaja_raskused,M,omadussõnad,16.942,77,272.69507732263014
20200807_heitlus_20ndates_podcast__osa_2_gmnaasiumiaja_raskused,M,nimisõnad,16.942,389,1377.6413646558847
20200807_heitlus_20ndates_podcast__osa_2_gmnaasiumiaja_raskused,M,adverbid,16.942,394,1395.3488372093022
20200807_heitlus_20ndates_podcast__osa_2_gmnaasiumiaja_raskused,M,verbid,16.942,553,1958.4464644079803
20200807_heitlus_20ndates_podcast__osa_2_gmnaasiumiaja_raskused,M,partiklid,16.942,32,113.32782434187226
20200807_heitlus_20ndates_podcast__osa_2_gmnaasiumiaja_raskused,M,kaassõnad,16.942,26,92.07885727777122
20190102_esialgu_nimeta_podcast_ep_4,M,asesõnad,57.978833333333334,2100,2173.206888720884
20190102_esialgu_nimeta_podcast_ep_4,M,omadussõnad,57.978833333333334,349,361.1662876969469
20190102_esialgu_nimeta_podcast_ep_4,M,nimisõnad,57.978833333333334,1372,1419.8285006309775
20190102_esialgu_nimeta_podcast_ep_4,M,adverbid,57.978833333333334,1625,1681.648187700684
20190102_esialgu_nimeta_podcast_ep_4,M,verbid,57.978833333333334,2060,2131.812471792867
20190102_esialgu_nimeta_podcast_ep_4,M,partiklid,57.978833333333334,82,84.85855470243452
20190102_esialgu_nimeta_podcast_ep_4,M,kaassõnad,57.978833333333334,147,152.12448221046185
20211018_234_spirituaalne_petaja_andrues_vana_vline_edu_on_sinu_sisemise_kpsuse_peegeldus,M,asesõnad,122.1061666666667,4303,2114.389527146458
20211018_234_spirituaalne_petaja_andrues_vana_vline_edu_on_sinu_sisemise_kpsuse_peegeldus,M,omadussõnad,122.1061666666667,720,353.7904856020102
20211018_234_spirituaalne_petaja_andrues_vana_vline_edu_on_sinu_sisemise_kpsuse_peegeldus,M,nimisõnad,122.1061666666667,2914,1431.8687153392468
