ngram;count;freq_per_60_min
ütlema et tegelikult;2;0.0463
tundunud nii pikk;2;0.0463
pikk ei tundunud;2;0.0463
päev mis ajama;2;0.0463
tund aeg sügispall;2;0.0463
nutma kandma hool;2;0.0463
soovima uus aasta;2;0.0463
aasta sportlane valimine;2;0.0463
noor reporter märt;2;0.0463
reporter märt roosna;2;0.0463
esimene jaanuar saade;2;0.0463
aasta saama käima;2;0.0463
eesti jah täpselt;2;0.0463
jääma see nädal;2;0.0463
nimi ei mäletama;2;0.0463
sõna see teema;2;0.0463
15 20 aasta;2;0.0463
ott tänak maailmameister;2;0.0463
vaatama see mäng;2;0.0463
täna ühine mäng;2;0.0463
eesti legendaarne sportlane;2;0.0463
vana aasta lõpp;2;0.0463
lõpp ja uus;2;0.0463
uus aasta algus;2;0.0463
punkt saama jaan;2;0.0463
jaan oma jaht;2;0.0463
tänak ja martin;2;0.0463
punkt saama peep;2;0.0463
peep oma eiga;2;0.0463
küsimus kas jüri;2;0.0463
eesti korvpallikoondis jõudma;2;0.0463
korvpallikoondis jõudma em-finaalturniir;2;0.0463
küsimus kas kelly;2;0.0463
anett kontaveit jõudma;2;0.0463
kontaveit jõudma suur;2;0.0463
suur slam turniir;2;0.0463
pime kana leidma;2;0.0463
leidma ka tera;2;0.0463
kartma et äkki;2;0.0463
küsimus olema tegelikult;2;0.0463
ütlema et jõudma;2;0.0463
jõudma mina arvama;2;0.0463
õige ja vastama;2;0.0463
uskuma heiki nab;2;0.0463
käsi olema jõudma;2;0.0463
kuulama üks lugu;2;0.0463
lugu ei mängima;2;0.0463
viis vana kool;2;0.0463
vana kool tahvel;2;0.0463
suu vana tool;2;0.0463
vana kool kahvel;2;0.0463
kuu üks viis;2;0.0463
ütlema et eesti;2;0.0463
okei aga no;2;0.0463
pärnu kesklinn sild;2;0.0463
tuba õu kogunema;2;0.0463
võtma üle kesklinn;2;0.0463
värk eesti teema;2;0.0463
lugu väga meeldima;2;0.0463
arvama et jääma;2;0.0463
kaks lugu järjest;2;0.0463
vana räpane tõbras;2;0.0463
eesti räpptekst kogumik;2;0.0463
teadma mis rääkima;2;0.0463
piir kuhu lendama;2;0.0463
house of panema;2;0.0463
kenka ja paul;2;0.0463
info edasi andma;2;0.0463
lugu tommyboi papa;2;0.0463
tommyboi papa andma;2;0.0463
andeks abrada valama;2;0.0463
valama mina kange;2;0.0463
täna ei langema;2;0.0463
langema siis teadma;2;0.0463
teadma mina jooma;2;0.0463
andres sõber roll;2;0.0463
