ngram;count;freq_per_100_n-gramms
aur välja laskma;2;0.0039
inimene kes vaatama;2;0.0039
kaks tund järjest;2;0.0039
vaatama see okei;2;0.0039
poiss või tüdruk;2;0.0039
panema see nüri;2;0.0039
tundma et kurat;2;0.0039
inimene kartma surm;2;0.0039
lai ring küsimus;2;0.0039
tooma nagu näide;2;0.0039
panema sina käsi;2;0.0039
käsi ümber kael;2;0.0039
negatiivne või positiivne;2;0.0039
raha olema lihtsalt;2;0.0039
vihm olema lihtsalt;2;0.0039
küsimus mina rääkima;2;0.0039
meeldima see mõte;2;0.0039
vihm olema neutraalne;2;0.0039
sõda olema halb;2;0.0039
pea vastu sein;2;0.0039
kuulama see jutt;2;0.0039
