ngram;count;freq_per_1000_n-gramms
rääkima natuke;10;0.0903
avalik ruum;10;0.0903
tegema tegelikult;10;0.0903
ütlema ausalt;10;0.0903
tulema uus;10;0.0903
olema võimalikult;10;0.0903
nii ilus;10;0.0903
selline põnev;10;0.0903
tema nii-öelda;10;0.0903
et viimane;10;0.0903
ja tekkima;10;0.0903
ju ütlema;10;0.0903
saama aitama;10;0.0903
olema päike;10;0.0903
too aeg;10;0.0903
siis panema;10;0.0903
mina tänane;10;0.0903
tegelikult hästi;10;0.0903
see trend;10;0.0903
nii kaua;10;0.0903
aga üldiselt;10;0.0903
et kinnisvara;10;0.0903
täna rääkima;10;0.0903
poole pöörduma;10;0.0903
oma äri;10;0.0903
olema ainuke;10;0.0903
mina nimi;10;0.0903
olema tundma;10;0.0903
miski uus;10;0.0903
see tööandja;10;0.0903
olema kasvama;10;0.0903
andma teadma;10;0.0903
ka rääkima;10;0.0903
ja kool;10;0.0903
hästi kiiresti;10;0.0903
oma mure;10;0.0903
et hunt;10;0.0903
aasta ema;10;0.0903
see toksiline;10;0.0903
olema saatejuht;9;0.0813
mina armastama;9;0.0813
saama valima;9;0.0813
nagu elu;9;0.0813
mina noor;9;0.0813
ka tartu;9;0.0813
juba uus;9;0.0813
tere õhtune;9;0.0813
mina ühendus;9;0.0813
ei kasutama;9;0.0813
kaasa aitama;9;0.0813
ja püüdma;9;0.0813
mina proovima;9;0.0813
paar aasta;9;0.0813
see sisemine;9;0.0813
oma mõte;9;0.0813
selline huvitav;9;0.0813
sest inimene;9;0.0813
sina soovima;9;0.0813
et issand;9;0.0813
ja võimalus;9;0.0813
olema andma;9;0.0813
nüüd tahtma;9;0.0813
ja tundma;9;0.0813
hästi tugev;9;0.0813
mingi põhjus;9;0.0813
võima rääkima;9;0.0813
olema ostma;9;0.0813
olema loomulikult;9;0.0813
pidama jääma;9;0.0813
pidama mõtlema;9;0.0813
väike asi;9;0.0813
mina algus;9;0.0813
tema vaatama;9;0.0813
paar nädal;9;0.0813
nagu päriselt;9;0.0813
50 protsent;9;0.0813
aga teadma;9;0.0813
pikem aeg;9;0.0813
et natukene;9;0.0813
üks kord;9;0.0813
ja isa;9;0.0813
ja lisa;9;0.0813
võib-olla natuke;9;0.0813
tegema näiteks;9;0.0813
sina soovitama;9;0.0813
ei jaksama;9;0.0813
juurde panema;9;0.0813
see projekt;9;0.0813
aasta aeg;9;0.0813
päris hästi;9;0.0813
miski aru;9;0.0813
kes aitama;9;0.0813
ära kaduma;9;0.0813
see tulemus;9;0.0813
mina lubama;9;0.0813
päris hea;9;0.0813
tulema stuudio;9;0.0813
sina keha;9;0.0813
maha müüma;9;0.0813
see töötama;9;0.0813
100 protsent;9;0.0813
kord päev;9;0.0813
et hoidma;9;0.0813
olema tervislik;9;0.0813
see soovitus;9;0.0813
mina paluma;9;0.0813
praegu ütlema;9;0.0813
inimene rääkima;9;0.0813
see õigus;9;0.0813
see õpilane;9;0.0813
või kaks;9;0.0813
keskmine palk;9;0.0813
riik keskmine;9;0.0813
järgmine nädal;9;0.0813
kohalik valimine;9;0.0813
teine külg;9;0.0813
mina pea;9;0.0813
olema ettevõte;9;0.0813
väga tugev;9;0.0813
siin eesti;9;0.0813
olema aitama;9;0.0813
olema töö;9;0.0813
olema endiselt;9;0.0813
igasugune asi;9;0.0813
see noortekeskus;9;0.0813
tartu noor;9;0.0813
mis viima;9;0.0813
ise tahtma;9;0.0813
hakkama mõtlema;9;0.0813
mina liikuma;9;0.0813
nagu erinev;9;0.0813
olema osa;9;0.0813
vene keel;9;0.0813
kus inimene;9;0.0813
siis nägema;9;0.0813
saama üldse;9;0.0813
tema panema;9;0.0813
10 minut;9;0.0813
ei vaatama;9;0.0813
õige inimene;9;0.0813
võima vaatama;9;0.0813
siis no;9;0.0813
ka uus;9;0.0813
see tehing;9;0.0813
ja müüja;9;0.0813
see ostja;9;0.0813
siis klient;9;0.0813
nagu natuke;9;0.0813
maakler töö;9;0.0813
ja uus;9;0.0813
selline mõnus;9;0.0813
et jällegi;9;0.0813
sina alustama;9;0.0813
keegi küsima;9;0.0813
oma esimene;9;0.0813
arko varas;9;0.0813
tegema tahtma;9;0.0813
pool tund;9;0.0813
edukas päev;9;0.0813
natuke lähemalt;9;0.0813
tähelepanu pöörama;9;0.0813
pärnu linn;9;0.0813
tahtma ostma;9;0.0813
tartu ülikool;9;0.0813
või tahtma;9;0.0813
tema oskama;9;0.0813
olema tegemine;9;0.0813
noor töömalev;9;0.0813
olema vähe;9;0.0813
ja viljandi;9;0.0813
see teenus;9;0.0813
mis aitama;9;0.0813
et täpselt;9;0.0813
et klient;9;0.0813
mõni noor;9;0.0813
liina kersna;9;0.0813
ka teadma;8;0.0722
